ACC_NUCCORE	query	distance	pvalue	shared_hashes	recid	Topology_NUCCORE	CreateDate_NUCCORE	Location_BIOSAMPLE	loc_parsed	loc_lat	loc_lng	IsolationSource_BIOSAMPLE	Host_BIOSAMPLE	SamplType_BIOSAMPLE	plasmidfinder	pmlst	Length_NUCCORE	GC_NUCCORE	taxon_name	taxon_species_name	taxon_genus_name	taxon_family_name	taxon_order_name	taxon_class_name	taxon_phylum_name	taxon_superkingdom_name	D1	D2
MT230135.1	edge_250	0.0397669	0	277	1516	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					3423	53.31580484954718	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.40328676	-4.647958999999999
MT230426.1	edge_323	0.0397669	0	277	1517	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					481	52.18295218295218	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3454992000000001	-0.87888193
NZ_KT989598.1	edge_358	0.0397669	0	277	1518	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	54669	50.62832683970806	Enterobacter cloacae	Enterobacter cloacae (550)	Enterobacter (547)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.62981725	-2.4167745
MG946761.1	edge_1256	0.0397669	0	277	1519	circular	2018-04-04								IncI2(Delta)_1, AP002527		64005	42.62010780407781	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	4.7548995000000005	7.0015635
NC_023909.1	edge_358	0.0399018	0	276	1520	circular	2014-04-09								IncN_1, AY046276	IncN MLST(5):repN(2);traJ(3);korA(2)	58228	52.29614618396648	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.34248608	-2.5857909
KU761326.1	edge_1256	0.0399018	0	276	1521	circular	2016-04-19								IncI2(Delta)_1, AP002527		64964	42.654393202389016	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	4.7539587	6.997497599999999
NZ_CP016547.1	edge_1256	0.0399018	0	276	1522	circular	2016-07-27	Netherlands: Leiden		52.160114	4.4970099999999995	feces	Homo sapiens	whole organisme	IncI2(Delta)_1, AP002527		86371	43.09085225364995	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.07901527	6.516833999999999
NC_013718.1	edge_3613	0.0399018	0	276	1523	circular	2010-01-05								IncX4_2, FN543504		39265	41.74964981535719	Citrobacter rodentium ICC168	Citrobacter rodentium (67825)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.653460000000001	9.997025500000001
MN232194.1	edge_3613	0.0399018	0	276	1524	circular	2019-10-08								IncX4_1, CP002895		35648	42.51570915619389	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.488605499999999	10.9645
MK875286.1	edge_3613	0.0399018	0	276	1525	circular	2020-03-21								IncX4_1, CP002895		32738	41.63968476999206	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.5361114	10.889299000000001
MK875282.1	edge_3613	0.0399018	0	276	1526	circular	2020-03-21								IncX4_1, CP002895		32795	41.65269095898765	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.538601400000001	10.890323
NZ_CP020587.1	edge_4387	0.0399018	0	276	1527	circular	2017-04-13	South Korea: Seoul	South Korea,Seoul	37.5666791	126.97829140000002	blood	Homo sapiens				11400	35.90350877192982	Acinetobacter nosocomialis	Acinetobacter nosocomialis (106654)	Acinetobacter (469)	Moraxellaceae (468)	Pseudomonadales (72274)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-5.985244799999999	-4.5290685
NZ_MH909328.1	edge_358	0.040037300000000005	0	275	1528	circular	2020-06-03								IncN_1, AY046276	IncN MLST(-):repN(3);traJ(4?);korA(2)	50480	50.42789223454834	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6422591	-2.4459298
NZ_MH909336.1	edge_358	0.040037300000000005	0	275	1529	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	50717	50.47419997239584	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.64182395	-2.4191722999999996
NZ_MH909337.1	edge_358	0.040037300000000005	0	275	1530	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51637	50.552898115692244	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6445214	-2.4093964
NZ_MH909339.1	edge_358	0.040037300000000005	0	275	1531	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51393	50.49131204638764	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.64470655	-2.3812863999999996
NC_022374.1	edge_358	0.040037300000000005	0	275	1532	circular	2013-09-23								IncN_1, AY046276	IncN MLST(5):repN(2);traJ(3);korA(2)	54373	51.59546098247292	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.42946818	-2.5080194
NZ_KT982616.1	edge_358	0.040037300000000005	0	275	1533	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	54449	50.57944131205348	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6408086	-2.4113145
NZ_KU051709.1	edge_358	0.040037300000000005	0	275	1534	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51600	50.56007751937985	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6386944	-2.4208917999999997
NZ_KU051708.1	edge_358	0.040037300000000005	0	275	1535	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51469	50.57801783597894	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6415301999999999	-2.4100368
NZ_KM977631.1	edge_358	0.040037300000000005	0	275	1536	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	50742	50.52619132079934	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6377881999999999	-2.4092999
NZ_KU886034.1	edge_358	0.040037300000000005	0	275	1537	circular	2016-12-08								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51599	50.54555320839551	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.5985168000000001	-2.456664
NZ_KU051707.1	edge_358	0.040037300000000005	0	275	1538	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51362	50.57630154588996	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6286955	-2.4013736
NZ_KT982618.1	edge_358	0.040037300000000005	0	275	1539	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51589	50.55535094690729	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6777939000000001	-2.4152563
NZ_KT982615.1	edge_358	0.040037300000000005	0	275	1540	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	54449	50.59229737919888	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.63856465	-2.415408
NZ_KT982614.1	edge_358	0.040037300000000005	0	275	1541	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	54449	50.60148028430274	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6394518	-2.4170960999999997
NZ_MF072962.1	edge_358	0.040037300000000005	0	275	1542	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51104	50.432451471509076	Citrobacter freundii	Citrobacter freundii (546)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6451789000000001	-2.4148011
NZ_MG210938.1	edge_1256	0.040037300000000005	0	275	1543	circular	2020-06-03								IncI2(Delta)_1, AP002527		66183	42.532070169076654	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	4.7797675	7.0212145
NZ_KY174331.1	edge_1256	0.040037300000000005	0	275	1544	circular	2020-05-18								IncI2_1, KP347127		63530	42.321737761687395	Shigella sonnei	Shigella sonnei (624)	Shigella (620)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	6.683449	3.5057147000000004
KM085451.1	edge_1502	0.040037300000000005	0	275	1545	circular	2015-05-09								ColRNAI_1, DQ298019		6819	48.834139903211614	Escherichia coli O104:H7	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-10.999636	-0.20852107
NC_010421.1	edge_3611	0.040037300000000005	0	275	1546	circular	2008-03-07								IncX1_1, EU370913		34595	41.45107674519439	Salmonella enterica subsp. enterica serovar Dublin	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-7.7135229999999995	-6.211283
MK875285.1	edge_3613	0.040037300000000005	0	275	1547	circular	2020-03-21								IncX4_1, CP002895		32738	41.633575661311006	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.5342402	10.891969
MK875281.1	edge_3613	0.040037300000000005	0	275	1548	circular	2020-03-21								IncX4_1, CP002895		32842	41.83058279032946	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.5437474	10.898547
NZ_LT985266.1	edge_358	0.040173400000000005	0	274	1549	circular	2018-03-15								IncN_1, AY046276	IncN MLST(6):repN(2);traJ(4);korA(2)	54685	51.07433482673493	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.56256497	-2.4256384
NZ_CP028486.1	edge_358	0.040173400000000005	0	274	1550	circular	2018-06-08	China:Shanghai	China,Shanghai	31.2253441	121.4888922		Homo sapiens	sputum	IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	52864	51.08580508474577	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.65242064	-2.409335
MT230424.1	edge_391	0.040173400000000005	0	274	1551	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					875	52.57142857142857	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3478913000000001	-0.87155426
NZ_LT985308.1	edge_1495	0.040173400000000005	0	274	1552	circular	2018-03-15										4913	45.02340728679015	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.9439685000000002	0.7279835
NZ_CP019016.1	edge_3613	0.040173400000000005	0	274	1553	circular	2017-03-06	Argentina: Buenos Aires		-34.6	-58.38		Homo sapiens		IncX4_2, FN543504		37756	41.164318254052326	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.6541866999999995	9.997338000000001
MK875284.1	edge_3613	0.040173400000000005	0	274	1554	circular	2020-03-21								IncX4_1, CP002895		32823	41.66590500563629	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.5385327	10.892187
NZ_KX570748.1	edge_3613	0.040173400000000005	0	274	1555	circular	2020-06-03								IncX4_1, CP002895		32751	41.95902415193429	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.462559700000001	11.002285
NZ_CP024251.1	edge_166	0.0403101	0	273	1556	linear	2019-04-03	Jordan	Jordan	31.1667049	36.941628	missing	missing				35752	49.38744685611994	Escherichia coli O182:H21	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.4369698	2.2979236000000003
NZ_CP053253.1	edge_166	0.0403101	0	273	1557	linear	2020-05-19	USA: California	USA,California	36.7014631	-118.75599740000001	rectal swab from healthy college student	Homo sapiens	whole organism	IncFIA_1, AP001918|IncFIB(AP001918)_1, AP001918|Col156_1, NC_009781|IncQ1_1, M28829|IncI1-I(Gamma)_1, AP005147	IncF RST(F-:A-:B10):FIA(1,6);FIB(10);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	174260	51.14197176632618	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.25024375	5.1931634
NZ_MH727565.1	edge_358	0.0403101	0	273	1558	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51795	50.522251182546576	Citrobacter freundii	Citrobacter freundii (546)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6442966	-2.4256675
CP052394.1	edge_358	0.0403101	0	273	1559	circular	2020-05-04	South Korea: Gangwon		37.82	128.16	blood	Homo sapiens		IncN_1, AY046276	IncN MLST(5):repN(2);traJ(3);korA(2)	56619	52.97161730161253	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.362037	-2.5525147999999995
NC_014368.1	edge_358	0.0403101	0	273	1560	circular	2010-08-03								IncN_1, AY046276	IncN MLST(18):repN(6);traJ(10);korA(1)	79307	53.120153328205575	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.43143459999999995	-2.5362098
NZ_KU862632.1	edge_358	0.0403101	0	273	1561	circular	2020-06-03								IncN_1, AY046276	IncN MLST(7):repN(3);traJ(4);korA(2)	51591	50.53400786958965	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6356472	-2.4162452
NZ_CP019902.1	edge_2563	0.0403101	0	273	1562	circular	2019-04-03	Taiwan		24.11	120.35	blood	Homo sapiens		Col(pHAD28)_1, KU674895		4682	54.955147372917565	Raoultella planticola	Raoultella planticola (575)	Raoultella (160674)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.7638702000000004	0.07276187
NZ_MG747473.1	edge_3613	0.0403101	0	273	1563	circular	2020-06-03								IncX4_1, CP002895		33310	41.84329030321225	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4520173	11.012309
NZ_MF175186.1	edge_3613	0.0403101	0	273	1564	circular	2020-06-03								IncX4_1, CP002895		33308	41.8458028101357	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.534796000000001	10.913223
NZ_MF175185.1	edge_3613	0.0403101	0	273	1565	circular	2020-06-03								IncX4_1, CP002895		33300	41.84684684684685	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.512374	10.944883
NZ_KY689634.1	edge_3613	0.0403101	0	273	1566	circular	2020-06-03								IncX4_1, CP002895		33303	41.84908266522535	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.5798507	10.937066999999999
NZ_MH522417.1	edge_3613	0.0403101	0	273	1567	circular	2020-06-03								IncX4_1, CP002895		33309	41.841544327358974	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4806614	10.972136500000001
NZ_MH522422.1	edge_3613	0.0403101	0	273	1568	circular	2020-06-03								IncX4_1, CP002895		35526	41.9270393514609	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4642015	11.001569
NZ_MH061196.1	edge_3613	0.0403101	0	273	1569	circular	2020-06-03								IncX4_1, CP002895		33310	41.84629240468328	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.449644	11.019124
NZ_MF774184.1	edge_3613	0.0403101	0	273	1570	circular	2020-06-03								IncX4_1, CP002895		33309	41.84454651895884	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.483296000000001	10.973253
NZ_MF381175.1	edge_3613	0.0403101	0	273	1571	circular	2020-06-03								IncX4_1, CP002895		34876	41.89700653744696	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4838758	10.950754
NZ_MF774188.1	edge_3613	0.0403101	0	273	1572	circular	2020-06-03								IncX4_1, CP002895		33309	41.841544327358974	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.456318	11.010986
NZ_MG825367.1	edge_3613	0.0403101	0	273	1573	circular	2020-06-03								IncX4_1, CP002895		33301	41.845590222515845	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.5206327	10.928299
NZ_MF136779.1	edge_3613	0.0403101	0	273	1574	circular	2020-06-03								IncX4_1, CP002895		33309	41.83854213575911	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.453147	11.01366
NZ_MF175191.1	edge_3613	0.0403101	0	273	1575	circular	2020-06-03								IncX4_1, CP002895		33660	41.82709447415329	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.552649499999999	10.891179
NZ_MG210937.1	edge_3613	0.0403101	0	273	1576	circular	2020-06-03								IncX4_1, CP002895		33309	41.84754871055871	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.453730999999999	11.011806
NZ_MF774182.1	edge_3613	0.0403101	0	273	1577	circular	2020-06-03								IncX4_1, CP002895		33309	41.84454651895884	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.455030000000001	11.0116625
NZ_MG257881.1	edge_3613	0.0403101	0	273	1578	circular	2020-06-03								IncX4_1, CP002895		33309	41.83854213575911	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.3961630000000005	11.071278999999999
NZ_MF449287.1	edge_3613	0.0403101	0	273	1579	circular	2020-06-03								IncX4_1, CP002895		33303	41.84908266522535	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.535621000000001	10.902822
NZ_MF175184.1	edge_3613	0.0403101	0	273	1580	circular	2020-06-03								IncX4_1, CP002895		33310	41.849294506154315	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.517188000000001	10.938157
NZ_MF978387.1	edge_3613	0.0403101	0	273	1581	circular	2020-06-03								IncX4_1, CP002895		33301	41.839584396864964	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.5342193	10.914254
KU761327.1	edge_3613	0.0403101	0	273	1582	circular	2016-04-19								IncX4_1, CP002895		33287	41.836152251629755	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4535092999999994	11.012845
NZ_MK477615.1	edge_3613	0.0403101	0	273	1583	circular	2020-06-04								IncX4_1, CP002895		33309	41.841544327358974	Salmonella enterica	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4308033	11.034498
NZ_MK477610.1	edge_3613	0.0403101	0	273	1584	circular	2020-06-04								IncX4_1, CP002895		33309	41.841544327358974	Salmonella enterica	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.475537299999999	10.978162
NZ_MK477604.1	edge_3613	0.0403101	0	273	1585	circular	2020-06-04								IncX4_1, CP002895		33309	41.83854213575911	Salmonella enterica	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4512606	11.015728999999999
NZ_CP037906.1	edge_3613	0.0403101	0	273	1586	circular	2019-05-03	China:Jiangxi		28.07	115.53	feces	pig		IncX4_1, CP002895		33301	41.84859313534128	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.537486599999999	10.911332000000002
NZ_CP019908.1	edge_3613	0.0403101	0	273	1587	circular	2017-03-03	USA:NY	USA,NY	43.1561681	-75.84499459999998	human	Homo sapiens		IncX4_1, CP002895		33304	41.84182080230603	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.552046000000001	10.896423
NZ_CP030795.1	edge_3613	0.0403101	0	273	1588	circular	2018-07-15	missing				missing	missing		IncX4_1, CP002895		33304	41.84182080230603	Salmonella enterica	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.544321000000001	10.896167
NZ_CP021419.1	edge_3613	0.0403101	0	273	1589	circular	2020-04-20	Brazil:Parana		-25.252089	-52.021542	cloacal swab	Gallus gallus		IncX4_1, CP002895		33304	41.84482344463128	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.543018300000001	10.897513
